"ANO";"MES";"UF";"TIPO_PASSAPORTE";QTD
"2013";"11";"PR";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";90
"2013";"11";"PR";"PASSAPORTE PARA ESTRANGEIRO - ICAO";3
"2013";"11";"RJ";"PASSAPORTE COMUM - ICAO";22229
"2013";"11";"RJ";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";20
"2013";"11";"RJ";"PASSAPORTE PARA ESTRANGEIRO - ICAO";3
"2013";"11";"RN";"PASSAPORTE COMUM - ICAO";1421
"2013";"11";"RN";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";31
"2013";"11";"RO";"PASSAPORTE COMUM - ICAO";872
"2013";"11";"RR";"PASSAPORTE COMUM - ICAO";394
"2013";"11";"RR";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";2
"2013";"11";"RS";"LAISSEZ-PASSER - ICAO";3
"2013";"11";"RS";"PASSAPORTE COMUM - ICAO";9894
"2013";"11";"RS";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";126
"2013";"11";"RS";"PASSAPORTE PARA ESTRANGEIRO - ICAO";1
"2013";"11";"SC";"LAISSEZ-PASSER - ICAO";2
"2013";"11";"SC";"PASSAPORTE COMUM - ICAO";7641
"2013";"11";"SC";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";74
"2013";"11";"SE";"PASSAPORTE COMUM - ICAO";932
"2013";"11";"SE";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";3
"2013";"11";"SP";"LAISSEZ-PASSER - ICAO";20
"2013";"11";"SP";"PASSAPORTE COMUM - ICAO";54496
"2013";"11";"SP";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";166
"2013";"11";"SP";"PASSAPORTE PARA ESTRANGEIRO - ICAO";13
"2013";"11";"TO";"PASSAPORTE COMUM - ICAO";445
"2013";"11";"TO";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";17
"2013";"12";"AC";"PASSAPORTE COMUM - ICAO";330
"2013";"12";"AC";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";16
"2013";"12";"AL";"PASSAPORTE COMUM - ICAO";833
"2013";"12";"AL";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";5
"2013";"12";"AM";"LAISSEZ-PASSER - ICAO";2
"2013";"12";"AM";"PASSAPORTE COMUM - ICAO";2156
"2013";"12";"AM";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";18
"2013";"12";"AM";"PASSAPORTE PARA ESTRANGEIRO - ICAO";1
"2013";"12";"AP";"PASSAPORTE COMUM - ICAO";384
"2013";"12";"AP";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";4
"2013";"12";"BA";"PASSAPORTE COMUM - ICAO";4321
"2013";"12";"BA";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";51
"2013";"12";"CE";"PASSAPORTE COMUM - ICAO";2786
"2013";"12";"CE";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";9
"2013";"12";"DF";"PASSAPORTE COMUM - ICAO";6707
"2013";"12";"DF";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";56
"2013";"12";"ES";"PASSAPORTE COMUM - ICAO";3933
"2013";"12";"ES";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";5
"2013";"12";"GO";"PASSAPORTE COMUM - ICAO";3641
"2013";"12";"GO";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";13
"2013";"12";"MA";"PASSAPORTE COMUM - ICAO";1200
"2013";"12";"MA";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";45
"2013";"12";"MG";"LAISSEZ-PASSER - ICAO";1
"2013";"12";"MG";"PASSAPORTE COMUM - ICAO";13742
"2013";"12";"MG";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";65
"2013";"12";"MS";"LAISSEZ-PASSER - ICAO";1
"2013";"12";"MS";"PASSAPORTE COMUM - ICAO";1161
"2013";"12";"MS";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";7
"2013";"12";"MT";"PASSAPORTE COMUM - ICAO";1289
"2013";"12";"MT";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";8
"2013";"12";"MT";"PASSAPORTE PARA ESTRANGEIRO - ICAO";1
"2013";"12";"PA";"LAISSEZ-PASSER - ICAO";1
"2013";"12";"PA";"PASSAPORTE COMUM - ICAO";2053
"2013";"12";"PA";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";21
"2013";"12";"PB";"PASSAPORTE COMUM - ICAO";1282
"2013";"12";"PB";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";6
"2013";"12";"PE";"PASSAPORTE COMUM - ICAO";3321
"2013";"12";"PE";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";39
"2013";"12";"PI";"PASSAPORTE COMUM - ICAO";740
"2013";"12";"PI";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";7
"2013";"12";"PR";"LAISSEZ-PASSER - ICAO";7
"2013";"12";"PR";"PASSAPORTE COMUM - ICAO";7969
"2013";"12";"PR";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";118
"2013";"12";"RJ";"PASSAPORTE COMUM - ICAO";18917
"2013";"12";"RJ";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";18
"2013";"12";"RJ";"PASSAPORTE PARA ESTRANGEIRO - ICAO";3
"2013";"12";"RN";"PASSAPORTE COMUM - ICAO";1322
"2013";"12";"RN";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";10
"2013";"12";"RO";"PASSAPORTE COMUM - ICAO";733
"2013";"12";"RO";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";3
"2013";"12";"RR";"PASSAPORTE COMUM - ICAO";545
"2013";"12";"RR";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";3
"2013";"12";"RS";"LAISSEZ-PASSER - ICAO";3
"2013";"12";"RS";"PASSAPORTE COMUM - ICAO";9085
"2013";"12";"RS";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";149
"2013";"12";"RS";"PASSAPORTE PARA ESTRANGEIRO - ICAO";1
"2013";"12";"SC";"PASSAPORTE COMUM - ICAO";5980
"2013";"12";"SC";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";43
"2013";"12";"SE";"PASSAPORTE COMUM - ICAO";708
"2013";"12";"SE";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";1
"2013";"12";"SP";"LAISSEZ-PASSER - ICAO";15
"2013";"12";"SP";"PASSAPORTE COMUM - ICAO";52198
"2013";"12";"SP";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";316
"2013";"12";"SP";"PASSAPORTE PARA ESTRANGEIRO - ICAO";14
"2013";"12";"TO";"PASSAPORTE COMUM - ICAO";468
"2013";"12";"TO";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";1
"2014";"01";"AC";"PASSAPORTE COMUM - ICAO";476
"2014";"01";"AC";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";2
"2014";"01";"AL";"PASSAPORTE COMUM - ICAO";908
"2014";"01";"AL";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";7
"2014";"01";"AM";"LAISSEZ-PASSER - ICAO";2
"2014";"01";"AM";"PASSAPORTE COMUM - ICAO";2282
"2014";"01";"AM";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";9
"2014";"01";"AP";"PASSAPORTE COMUM - ICAO";490
"2014";"01";"AP";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";2
"2014";"01";"BA";"PASSAPORTE COMUM - ICAO";5771
"2014";"01";"BA";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";27
"2014";"01";"CE";"PASSAPORTE COMUM - ICAO";4651
"2014";"01";"CE";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";12
"2014";"01";"DF";"PASSAPORTE COMUM - ICAO";6949
"2014";"01";"DF";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";50
"2014";"01";"DF";"PASSAPORTE PARA ESTRANGEIRO - ICAO";1
"2014";"01";"ES";"PASSAPORTE COMUM - ICAO";3700
"2014";"01";"ES";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";7
"2014";"01";"GO";"LAISSEZ-PASSER - ICAO";2
"2014";"01";"GO";"PASSAPORTE COMUM - ICAO";4996
"2014";"01";"GO";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";5
"2014";"01";"GO";"PASSAPORTE PARA ESTRANGEIRO - ICAO";2
"2014";"01";"MA";"PASSAPORTE COMUM - ICAO";1521
"2014";"01";"MA";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";17
"2014";"01";"MG";"LAISSEZ-PASSER - ICAO";3
"2014";"01";"MG";"PASSAPORTE COMUM - ICAO";16481
"2014";"01";"MG";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";31
"2014";"01";"MS";"LAISSEZ-PASSER - ICAO";2
"2014";"01";"MS";"PASSAPORTE COMUM - ICAO";1393
"2014";"01";"MS";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";4
"2014";"01";"MT";"PASSAPORTE COMUM - ICAO";1547
"2014";"01";"MT";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";1
"2014";"01";"PA";"LAISSEZ-PASSER - ICAO";1
"2014";"01";"PA";"PASSAPORTE COMUM - ICAO";2694
"2014";"01";"PA";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";23
"2014";"01";"PB";"PASSAPORTE COMUM - ICAO";1624
"2014";"01";"PB";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";5
"2014";"01";"PE";"LAISSEZ-PASSER - ICAO";2
"2014";"01";"PE";"PASSAPORTE COMUM - ICAO";4340
"2014";"01";"PE";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";9
"2014";"01";"PI";"PASSAPORTE COMUM - ICAO";803
"2014";"01";"PI";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";4
"2014";"01";"PR";"LAISSEZ-PASSER - ICAO";10
"2014";"01";"PR";"PASSAPORTE COMUM - ICAO";12490
"2014";"01";"PR";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";74
"2014";"01";"PR";"PASSAPORTE PARA ESTRANGEIRO - ICAO";3
"2014";"01";"RJ";"PASSAPORTE COMUM - ICAO";21854
"2014";"01";"RJ";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";21
"2014";"01";"RJ";"PASSAPORTE PARA ESTRANGEIRO - ICAO";7
"2014";"01";"RN";"PASSAPORTE COMUM - ICAO";1530
"2014";"01";"RN";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";4
"2014";"01";"RO";"PASSAPORTE COMUM - ICAO";964
"2014";"01";"RO";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";1
"2014";"01";"RR";"PASSAPORTE COMUM - ICAO";585
"2014";"01";"RR";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";6
"2014";"01";"RS";"LAISSEZ-PASSER - ICAO";2
"2014";"01";"RS";"PASSAPORTE COMUM - ICAO";10738
"2014";"01";"RS";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";138
"2014";"01";"RS";"PASSAPORTE PARA ESTRANGEIRO - ICAO";1
"2014";"01";"SC";"LAISSEZ-PASSER - ICAO";1
"2014";"01";"SC";"PASSAPORTE COMUM - ICAO";8755
"2014";"01";"SC";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";32
"2014";"01";"SE";"PASSAPORTE COMUM - ICAO";934
"2014";"01";"SP";"LAISSEZ-PASSER - ICAO";19
"2014";"01";"SP";"PASSAPORTE COMUM - ICAO";62113
"2014";"01";"SP";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";235
"2014";"01";"SP";"PASSAPORTE PARA ESTRANGEIRO - ICAO";12
"2014";"01";"TO";"PASSAPORTE COMUM - ICAO";626
"2014";"02";"AC";"PASSAPORTE COMUM - ICAO";410
"2014";"02";"AC";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";2
"2014";"02";"AL";"PASSAPORTE COMUM - ICAO";1023
"2014";"02";"AL";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";12
"2014";"02";"AM";"PASSAPORTE COMUM - ICAO";2320
"2014";"02";"AM";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";14
"2014";"02";"AP";"PASSAPORTE COMUM - ICAO";423
"2014";"02";"AP";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";4
"2014";"02";"BA";"LAISSEZ-PASSER - ICAO";1
"2014";"02";"BA";"PASSAPORTE COMUM - ICAO";5324
"2014";"02";"BA";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";44
"2014";"02";"CE";"PASSAPORTE COMUM - ICAO";4094
"2014";"02";"CE";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";13
"2014";"02";"CE";"PASSAPORTE PARA ESTRANGEIRO - ICAO";1
"2014";"02";"DF";"LAISSEZ-PASSER - ICAO";2
"2014";"02";"DF";"PASSAPORTE COMUM - ICAO";7572
"2014";"02";"DF";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";41
"2014";"02";"DF";"PASSAPORTE PARA ESTRANGEIRO - ICAO";1
"2014";"02";"ES";"PASSAPORTE COMUM - ICAO";3658
"2014";"02";"ES";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";10
"2014";"02";"GO";"LAISSEZ-PASSER - ICAO";1
"2014";"02";"GO";"PASSAPORTE COMUM - ICAO";4812
"2014";"02";"GO";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";12
"2014";"02";"MA";"PASSAPORTE COMUM - ICAO";1329
"2014";"02";"MA";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";14
"2014";"02";"MG";"PASSAPORTE COMUM - ICAO";15456
"2014";"02";"MG";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";47
"2014";"02";"MS";"LAISSEZ-PASSER - ICAO";3
"2014";"02";"MS";"PASSAPORTE COMUM - ICAO";1588
"2014";"02";"MS";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";6
"2014";"02";"MT";"PASSAPORTE COMUM - ICAO";1738
"2014";"02";"MT";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";2
"2014";"02";"PA";"PASSAPORTE COMUM - ICAO";2517
"2014";"02";"PA";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";49
"2014";"02";"PB";"PASSAPORTE COMUM - ICAO";1684
"2014";"02";"PB";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";7
"2014";"02";"PE";"LAISSEZ-PASSER - ICAO";2
"2014";"02";"PE";"PASSAPORTE COMUM - ICAO";4395
"2014";"02";"PE";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";13
"2014";"02";"PE";"PASSAPORTE PARA ESTRANGEIRO - ICAO";1
"2014";"02";"PI";"PASSAPORTE COMUM - ICAO";747
"2014";"02";"PI";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";7
"2014";"02";"PR";"LAISSEZ-PASSER - ICAO";5
"2014";"02";"PR";"PASSAPORTE COMUM - ICAO";11602
"2014";"02";"PR";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";97
"2014";"02";"PR";"PASSAPORTE PARA ESTRANGEIRO - ICAO";2
"2014";"02";"RJ";"LAISSEZ-PASSER - ICAO";1
"2014";"02";"RJ";"PASSAPORTE COMUM - ICAO";21868
"2014";"02";"RJ";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";7
"2014";"02";"RJ";"PASSAPORTE PARA ESTRANGEIRO - ICAO";4
"2014";"02";"RN";"PASSAPORTE COMUM - ICAO";1482
"2014";"02";"RN";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";16
"2014";"02";"RO";"PASSAPORTE COMUM - ICAO";896
"2014";"02";"RR";"PASSAPORTE COMUM - ICAO";423
"2014";"02";"RS";"LAISSEZ-PASSER - ICAO";3
"2014";"02";"RS";"PASSAPORTE COMUM - ICAO";9787
"2014";"02";"RS";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";146
"2014";"02";"RS";"PASSAPORTE PARA ESTRANGEIRO - ICAO";1
"2014";"02";"SC";"LAISSEZ-PASSER - ICAO";1
"2014";"02";"SC";"PASSAPORTE COMUM - ICAO";8859
"2014";"02";"SC";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";45
"2014";"02";"SE";"PASSAPORTE COMUM - ICAO";875
"2014";"02";"SP";"LAISSEZ-PASSER - ICAO";23
"2014";"02";"SP";"PASSAPORTE COMUM - ICAO";64512
"2014";"02";"SP";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";236
"2014";"02";"SP";"PASSAPORTE PARA ESTRANGEIRO - ICAO";14
"2014";"02";"TO";"PASSAPORTE COMUM - ICAO";715
"2014";"03";"AC";"PASSAPORTE COMUM - ICAO";266
"2014";"03";"AC";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";3
"2014";"03";"AL";"PASSAPORTE COMUM - ICAO";867
"2014";"03";"AL";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";10
"2014";"03";"AM";"PASSAPORTE COMUM - ICAO";2142
"2014";"03";"AM";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";11
"2014";"03";"AP";"PASSAPORTE COMUM - ICAO";376
"2014";"03";"AP";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";2
"2014";"03";"BA";"LAISSEZ-PASSER - ICAO";1
"2014";"03";"BA";"PASSAPORTE COMUM - ICAO";5160
"2014";"03";"BA";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";27
"2014";"03";"CE";"LAISSEZ-PASSER - ICAO";1
"2014";"03";"CE";"PASSAPORTE COMUM - ICAO";3402
"2014";"03";"CE";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";11
"2014";"03";"DF";"PASSAPORTE COMUM - ICAO";6706
"2014";"03";"DF";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";39
"2014";"03";"ES";"PASSAPORTE COMUM - ICAO";3228
"2014";"03";"ES";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";7
"2014";"03";"GO";"PASSAPORTE COMUM - ICAO";4073
"2014";"03";"GO";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";8
"2014";"03";"MA";"PASSAPORTE COMUM - ICAO";1155
"2014";"03";"MA";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";11
"2014";"03";"MG";"LAISSEZ-PASSER - ICAO";3
"2014";"03";"MG";"PASSAPORTE COMUM - ICAO";14053
"2014";"03";"MG";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";38
"2014";"03";"MS";"LAISSEZ-PASSER - ICAO";1
"2014";"03";"MS";"PASSAPORTE COMUM - ICAO";1296
"2014";"03";"MS";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";4
"2014";"03";"MT";"PASSAPORTE COMUM - ICAO";1819
"2014";"03";"MT";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";9
"2014";"03";"PA";"PASSAPORTE COMUM - ICAO";2251
"2014";"03";"PA";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";15
"2014";"03";"PB";"PASSAPORTE COMUM - ICAO";1418
"2014";"03";"PB";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";8
"2014";"03";"PE";"LAISSEZ-PASSER - ICAO";2
"2014";"03";"PE";"PASSAPORTE COMUM - ICAO";3948
"2014";"03";"PE";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";13
"2014";"03";"PE";"PASSAPORTE PARA ESTRANGEIRO - ICAO";1
"2014";"03";"PI";"PASSAPORTE COMUM - ICAO";703
"2014";"03";"PI";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";6
"2014";"03";"PR";"LAISSEZ-PASSER - ICAO";9
"2014";"03";"PR";"PASSAPORTE COMUM - ICAO";10581
"2014";"03";"PR";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";85
"2014";"03";"PR";"PASSAPORTE PARA ESTRANGEIRO - ICAO";1
"2014";"03";"RJ";"LAISSEZ-PASSER - ICAO";1
"2014";"03";"RJ";"PASSAPORTE COMUM - ICAO";20751
"2014";"03";"RJ";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";10
"2014";"03";"RJ";"PASSAPORTE PARA ESTRANGEIRO - ICAO";2
"2014";"03";"RN";"PASSAPORTE COMUM - ICAO";1428
"2014";"03";"RN";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";5
"2014";"03";"RO";"PASSAPORTE COMUM - ICAO";836
"2014";"03";"RR";"PASSAPORTE COMUM - ICAO";463
"2014";"03";"RS";"LAISSEZ-PASSER - ICAO";2
"2014";"03";"RS";"PASSAPORTE COMUM - ICAO";9338
"2014";"03";"RS";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";89
"2014";"03";"RS";"PASSAPORTE PARA ESTRANGEIRO - ICAO";4
"2014";"03";"SC";"PASSAPORTE COMUM - ICAO";8572
"2014";"03";"SC";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";33
"2014";"03";"SC";"PASSAPORTE PARA ESTRANGEIRO - ICAO";1
"2014";"03";"SE";"PASSAPORTE COMUM - ICAO";758
"2014";"03";"SE";"PASSAPORTE PARA ESTRANGEIRO - ICAO";1
"2014";"03";"SP";"LAISSEZ-PASSER - ICAO";12
"2014";"03";"SP";"PASSAPORTE COMUM - ICAO";57233
"2014";"03";"SP";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";273
"2014";"03";"SP";"PASSAPORTE PARA ESTRANGEIRO - ICAO";13
"2014";"03";"TO";"PASSAPORTE COMUM - ICAO";617
"2014";"03";"TO";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";4
"2014";"04";"AC";"PASSAPORTE COMUM - ICAO";274
"2014";"04";"AC";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";7
"2014";"04";"AL";"PASSAPORTE COMUM - ICAO";828
"2014";"04";"AL";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";13
"2014";"04";"AL";"PASSAPORTE PARA ESTRANGEIRO - ICAO";1
"2014";"04";"AM";"PASSAPORTE COMUM - ICAO";2693
"2014";"04";"AM";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";11
"2014";"04";"AP";"PASSAPORTE COMUM - ICAO";387
"2014";"04";"AP";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";5
"2014";"04";"BA";"PASSAPORTE COMUM - ICAO";5287
"2014";"04";"BA";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";40
"2014";"04";"CE";"PASSAPORTE COMUM - ICAO";4147
"2014";"04";"CE";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";25
"2014";"04";"CE";"PASSAPORTE PARA ESTRANGEIRO - ICAO";1
"2014";"04";"DF";"LAISSEZ-PASSER - ICAO";1
"2014";"04";"DF";"PASSAPORTE COMUM - ICAO";8418
"2014";"04";"DF";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";64
"2014";"04";"ES";"PASSAPORTE COMUM - ICAO";3230
"2014";"04";"ES";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";14
"2014";"04";"GO";"LAISSEZ-PASSER - ICAO";1
"2014";"04";"GO";"PASSAPORTE COMUM - ICAO";4920
"2014";"04";"GO";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";6
"2014";"04";"MA";"PASSAPORTE COMUM - ICAO";1390
"2014";"04";"MA";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";20
"2014";"04";"MG";"LAISSEZ-PASSER - ICAO";3
"2014";"04";"MG";"PASSAPORTE COMUM - ICAO";15287
"2014";"04";"MG";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";47
"2014";"04";"MG";"PASSAPORTE PARA ESTRANGEIRO - ICAO";1
"2014";"04";"MS";"PASSAPORTE COMUM - ICAO";1543
"2014";"04";"MS";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";5
"2014";"04";"MT";"PASSAPORTE COMUM - ICAO";1861
"2014";"04";"MT";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";5
"2014";"04";"MT";"PASSAPORTE PARA ESTRANGEIRO - ICAO";2
"2014";"04";"PA";"PASSAPORTE COMUM - ICAO";2477
"2014";"04";"PA";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";23
"2014";"04";"PB";"PASSAPORTE COMUM - ICAO";1562
"2014";"04";"PB";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";8
"2014";"04";"PE";"LAISSEZ-PASSER - ICAO";1
"2014";"04";"PE";"PASSAPORTE COMUM - ICAO";4589
"2014";"04";"PE";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";26
"2014";"04";"PI";"PASSAPORTE COMUM - ICAO";708
"2014";"04";"PI";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";1
"2014";"04";"PR";"LAISSEZ-PASSER - ICAO";1
"2014";"04";"PR";"PASSAPORTE COMUM - ICAO";11128
"2014";"04";"PR";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";110
"2014";"04";"RJ";"LAISSEZ-PASSER - ICAO";3
"2014";"04";"RJ";"PASSAPORTE COMUM - ICAO";21219
"2014";"04";"RJ";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";10
"2014";"04";"RJ";"PASSAPORTE PARA ESTRANGEIRO - ICAO";1
"2014";"04";"RN";"PASSAPORTE COMUM - ICAO";1562
"2014";"04";"RN";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";6
"2014";"04";"RO";"PASSAPORTE COMUM - ICAO";941
"2014";"04";"RR";"PASSAPORTE COMUM - ICAO";522
"2014";"04";"RR";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";2
"2014";"04";"RS";"LAISSEZ-PASSER - ICAO";4
"2014";"04";"RS";"PASSAPORTE COMUM - ICAO";10519
"2014";"04";"RS";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";114
"2014";"04";"SC";"LAISSEZ-PASSER - ICAO";2
"2014";"04";"SC";"PASSAPORTE COMUM - ICAO";8625
"2014";"04";"SC";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";34
"2014";"04";"SC";"PASSAPORTE PARA ESTRANGEIRO - ICAO";1
"2014";"04";"SE";"PASSAPORTE COMUM - ICAO";894
"2014";"04";"SE";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";1
"2014";"04";"SP";"LAISSEZ-PASSER - ICAO";19
"2014";"04";"SP";"PASSAPORTE COMUM - ICAO";60685
"2014";"04";"SP";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";310
"2014";"04";"SP";"PASSAPORTE PARA ESTRANGEIRO - ICAO";8
"2014";"04";"TO";"PASSAPORTE COMUM - ICAO";616
"2014";"04";"TO";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";1
"2014";"05";"AC";"PASSAPORTE COMUM - ICAO";292
"2014";"05";"AC";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";2
"2014";"05";"AL";"PASSAPORTE COMUM - ICAO";1163
"2014";"05";"AL";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";4
"2014";"05";"AM";"LAISSEZ-PASSER - ICAO";1
"2014";"05";"AM";"PASSAPORTE COMUM - ICAO";3277
"2014";"05";"AM";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";8
"2014";"05";"AP";"PASSAPORTE COMUM - ICAO";684
