"ANO";"MES";"UF";"TIPO_PASSAPORTE";QTD
"2006";"12";"DF";"PASSAPORTE COMUM - ICAO";874
"2006";"12";"DF";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";6
"2006";"12";"GO";"PASSAPORTE COMUM - ICAO";804
"2006";"12";"PE";"PASSAPORTE COMUM - ICAO";1
"2006";"12";"RJ";"PASSAPORTE COMUM - ICAO";1
"2007";"01";"DF";"PASSAPORTE COMUM - ICAO";2199
"2007";"01";"DF";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";10
"2007";"01";"DF";"PASSAPORTE PARA ESTRANGEIRO - NÃO ICAO";1
"2007";"01";"GO";"PASSAPORTE COMUM - ICAO";1999
"2007";"02";"AM";"PASSAPORTE COMUM - ICAO";581
"2007";"02";"AM";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";17
"2007";"02";"DF";"PASSAPORTE COMUM - ICAO";2187
"2007";"02";"DF";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";20
"2007";"02";"GO";"PASSAPORTE COMUM - ICAO";2835
"2007";"02";"GO";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";9
"2007";"03";"AM";"PASSAPORTE COMUM - ICAO";762
"2007";"03";"AM";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";4
"2007";"03";"DF";"PASSAPORTE COMUM - ICAO";2841
"2007";"03";"DF";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";23
"2007";"03";"GO";"PASSAPORTE COMUM - ICAO";5130
"2007";"03";"GO";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";14
"2007";"04";"AM";"PASSAPORTE COMUM - ICAO";631
"2007";"04";"AM";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";3
"2007";"04";"DF";"LAISSEZ-PASSER - NÃO ICAO";1
"2007";"04";"DF";"PASSAPORTE COMUM - ICAO";2731
"2007";"04";"DF";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";32
"2007";"04";"GO";"PASSAPORTE COMUM - ICAO";3647
"2007";"04";"GO";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";13
"2007";"04";"SP";"LAISSEZ-PASSER - NÃO ICAO";6
"2007";"04";"SP";"PASSAPORTE COMUM - ICAO";6500
"2007";"04";"SP";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";121
"2007";"04";"SP";"PASSAPORTE PARA ESTRANGEIRO - NÃO ICAO";2
"2007";"05";"AM";"LAISSEZ-PASSER - NÃO ICAO";1
"2007";"05";"AM";"PASSAPORTE COMUM - ICAO";962
"2007";"05";"AM";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";3
"2007";"05";"AM";"PASSAPORTE PARA ESTRANGEIRO - NÃO ICAO";14
"2007";"05";"DF";"PASSAPORTE COMUM - ICAO";4068
"2007";"05";"DF";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";19
"2007";"05";"GO";"PASSAPORTE COMUM - ICAO";4164
"2007";"05";"GO";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";17
"2007";"05";"RS";"PASSAPORTE COMUM - ICAO";14
"2007";"05";"SC";"PASSAPORTE COMUM - ICAO";542
"2007";"05";"SC";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";9
"2007";"05";"SP";"LAISSEZ-PASSER - NÃO ICAO";29
"2007";"05";"SP";"PASSAPORTE COMUM - ICAO";18600
"2007";"05";"SP";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";70
"2007";"05";"SP";"PASSAPORTE PARA ESTRANGEIRO - NÃO ICAO";5
"2007";"06";"AM";"PASSAPORTE COMUM - ICAO";1583
"2007";"06";"AM";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";1
"2007";"06";"AP";"PASSAPORTE COMUM - ICAO";18
"2007";"06";"DF";"LAISSEZ-PASSER - NÃO ICAO";1
"2007";"06";"DF";"PASSAPORTE COMUM - ICAO";3803
"2007";"06";"DF";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";3
"2007";"06";"GO";"PASSAPORTE COMUM - ICAO";4036
"2007";"06";"GO";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";10
"2007";"06";"PA";"PASSAPORTE COMUM - ICAO";259
"2007";"06";"RS";"PASSAPORTE COMUM - ICAO";44
"2007";"06";"SC";"LAISSEZ-PASSER - NÃO ICAO";2
"2007";"06";"SC";"PASSAPORTE COMUM - ICAO";2835
"2007";"06";"SC";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";20
"2007";"06";"SP";"LAISSEZ-PASSER - NÃO ICAO";27
"2007";"06";"SP";"PASSAPORTE COMUM - ICAO";20028
"2007";"06";"SP";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";51
"2007";"06";"SP";"PASSAPORTE PARA ESTRANGEIRO - NÃO ICAO";5
"2007";"07";"AC";"PASSAPORTE COMUM - ICAO";56
"2007";"07";"AM";"PASSAPORTE COMUM - ICAO";1395
"2007";"07";"AM";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";5
"2007";"07";"AP";"PASSAPORTE COMUM - ICAO";179
"2007";"07";"AP";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";3
"2007";"07";"DF";"LAISSEZ-PASSER - NÃO ICAO";1
"2007";"07";"DF";"PASSAPORTE COMUM - ICAO";4615
"2007";"07";"DF";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";5
"2007";"07";"GO";"PASSAPORTE COMUM - ICAO";3807
"2007";"07";"GO";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";28
"2007";"07";"GO";"PASSAPORTE PARA ESTRANGEIRO - NÃO ICAO";1
"2007";"07";"MA";"PASSAPORTE COMUM - ICAO";59
"2007";"07";"PA";"LAISSEZ-PASSER - NÃO ICAO";2
"2007";"07";"PA";"PASSAPORTE COMUM - ICAO";889
"2007";"07";"PA";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";77
"2007";"07";"RO";"PASSAPORTE COMUM - ICAO";208
"2007";"07";"RS";"PASSAPORTE COMUM - ICAO";33
"2007";"07";"RS";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";1
"2007";"07";"SC";"PASSAPORTE COMUM - ICAO";3216
"2007";"07";"SC";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";16
"2007";"07";"SP";"LAISSEZ-PASSER - NÃO ICAO";16
"2007";"07";"SP";"PASSAPORTE COMUM - ICAO";22644
"2007";"07";"SP";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";69
"2007";"07";"SP";"PASSAPORTE PARA ESTRANGEIRO - NÃO ICAO";4
"2007";"08";"AC";"PASSAPORTE COMUM - ICAO";97
"2007";"08";"AL";"PASSAPORTE COMUM - ICAO";393
"2007";"08";"AL";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";3
"2007";"08";"AM";"PASSAPORTE COMUM - ICAO";1478
"2007";"08";"AM";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";2
"2007";"08";"AP";"PASSAPORTE COMUM - ICAO";205
"2007";"08";"CE";"PASSAPORTE COMUM - ICAO";274
"2007";"08";"CE";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";3
"2007";"08";"DF";"PASSAPORTE COMUM - ICAO";6484
"2007";"08";"DF";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";3
"2007";"08";"GO";"LAISSEZ-PASSER - NÃO ICAO";4
"2007";"08";"GO";"PASSAPORTE COMUM - ICAO";3439
"2007";"08";"GO";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";51
"2007";"08";"MA";"PASSAPORTE COMUM - ICAO";548
"2007";"08";"MA";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";2
"2007";"08";"MS";"PASSAPORTE COMUM - ICAO";368
"2007";"08";"PA";"PASSAPORTE COMUM - ICAO";1135
"2007";"08";"PA";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";43
"2007";"08";"PI";"PASSAPORTE COMUM - ICAO";223
"2007";"08";"RO";"PASSAPORTE COMUM - ICAO";746
"2007";"08";"RO";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";2
"2007";"08";"RS";"LAISSEZ-PASSER - NÃO ICAO";1
"2007";"08";"RS";"PASSAPORTE COMUM - ICAO";822
"2007";"08";"RS";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";12
"2007";"08";"SC";"PASSAPORTE COMUM - ICAO";4647
"2007";"08";"SC";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";18
"2007";"08";"SE";"PASSAPORTE COMUM - ICAO";347
"2007";"08";"SP";"LAISSEZ-PASSER - NÃO ICAO";19
"2007";"08";"SP";"PASSAPORTE COMUM - ICAO";21730
"2007";"08";"SP";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";59
"2007";"08";"SP";"PASSAPORTE PARA ESTRANGEIRO - NÃO ICAO";4
"2007";"09";"AC";"PASSAPORTE COMUM - ICAO";68
"2007";"09";"AL";"PASSAPORTE COMUM - ICAO";373
"2007";"09";"AM";"PASSAPORTE COMUM - ICAO";1026
"2007";"09";"AM";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";3
"2007";"09";"AP";"PASSAPORTE COMUM - ICAO";138
"2007";"09";"CE";"PASSAPORTE COMUM - ICAO";1427
"2007";"09";"CE";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";8
"2007";"09";"DF";"PASSAPORTE COMUM - ICAO";3550
"2007";"09";"DF";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";17
"2007";"09";"DF";"PASSAPORTE PARA ESTRANGEIRO - NÃO ICAO";1
"2007";"09";"GO";"PASSAPORTE COMUM - ICAO";3006
"2007";"09";"GO";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";28
"2007";"09";"MA";"PASSAPORTE COMUM - ICAO";493
"2007";"09";"MA";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";7
"2007";"09";"MS";"LAISSEZ-PASSER - NÃO ICAO";1
"2007";"09";"MS";"PASSAPORTE COMUM - ICAO";614
"2007";"09";"MS";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";6
"2007";"09";"MT";"PASSAPORTE COMUM - ICAO";45
"2007";"09";"PA";"PASSAPORTE COMUM - ICAO";747
"2007";"09";"PA";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";29
"2007";"09";"PI";"PASSAPORTE COMUM - ICAO";231
"2007";"09";"RN";"PASSAPORTE COMUM - ICAO";4
"2007";"09";"RO";"PASSAPORTE COMUM - ICAO";583
"2007";"09";"RO";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";3
"2007";"09";"RS";"PASSAPORTE COMUM - ICAO";2661
"2007";"09";"RS";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";126
"2007";"09";"SC";"LAISSEZ-PASSER - NÃO ICAO";1
"2007";"09";"SC";"PASSAPORTE COMUM - ICAO";3736
"2007";"09";"SC";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";12
"2007";"09";"SC";"PASSAPORTE PARA ESTRANGEIRO - NÃO ICAO";1
"2007";"09";"SE";"PASSAPORTE COMUM - ICAO";280
"2007";"09";"SE";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";2
"2007";"09";"SP";"LAISSEZ-PASSER - NÃO ICAO";23
"2007";"09";"SP";"PASSAPORTE COMUM - ICAO";19268
"2007";"09";"SP";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";47
"2007";"09";"SP";"PASSAPORTE PARA ESTRANGEIRO - NÃO ICAO";3
"2007";"09";"TO";"PASSAPORTE COMUM - ICAO";101
"2007";"09";"TO";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";1
"2007";"10";"AC";"PASSAPORTE COMUM - ICAO";96
"2007";"10";"AL";"PASSAPORTE COMUM - ICAO";290
"2007";"10";"AM";"LAISSEZ-PASSER - NÃO ICAO";1
"2007";"10";"AM";"PASSAPORTE COMUM - ICAO";1434
"2007";"10";"AM";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";9
"2007";"10";"AM";"PASSAPORTE PARA ESTRANGEIRO - NÃO ICAO";1
"2007";"10";"AP";"PASSAPORTE COMUM - ICAO";193
"2007";"10";"CE";"PASSAPORTE COMUM - ICAO";1831
"2007";"10";"CE";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";13
"2007";"10";"DF";"PASSAPORTE COMUM - ICAO";3396
"2007";"10";"DF";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";21
"2007";"10";"ES";"PASSAPORTE COMUM - ICAO";1175
"2007";"10";"ES";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";1
"2007";"10";"ES";"PASSAPORTE PARA ESTRANGEIRO - NÃO ICAO";1
"2007";"10";"GO";"LAISSEZ-PASSER - NÃO ICAO";1
"2007";"10";"GO";"PASSAPORTE COMUM - ICAO";3722
"2007";"10";"GO";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";61
"2007";"10";"GO";"PASSAPORTE PARA ESTRANGEIRO - NÃO ICAO";2
"2007";"10";"MA";"PASSAPORTE COMUM - ICAO";644
"2007";"10";"MA";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";4
"2007";"10";"MS";"PASSAPORTE COMUM - ICAO";716
"2007";"10";"MS";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";5
"2007";"10";"MT";"PASSAPORTE COMUM - ICAO";143
"2007";"10";"PA";"PASSAPORTE COMUM - ICAO";463
"2007";"10";"PA";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";23
"2007";"10";"PE";"PASSAPORTE COMUM - ICAO";1319
"2007";"10";"PE";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";107
"2007";"10";"PI";"PASSAPORTE COMUM - ICAO";272
"2007";"10";"RJ";"PASSAPORTE COMUM - ICAO";1440
"2007";"10";"RJ";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";12
"2007";"10";"RJ";"PASSAPORTE PARA ESTRANGEIRO - NÃO ICAO";1
"2007";"10";"RN";"PASSAPORTE COMUM - ICAO";899
"2007";"10";"RO";"PASSAPORTE COMUM - ICAO";571
"2007";"10";"RO";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";2
"2007";"10";"RS";"LAISSEZ-PASSER - NÃO ICAO";1
"2007";"10";"RS";"PASSAPORTE COMUM - ICAO";3742
"2007";"10";"RS";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";95
"2007";"10";"RS";"PASSAPORTE PARA ESTRANGEIRO - NÃO ICAO";4
"2007";"10";"SC";"LAISSEZ-PASSER - NÃO ICAO";1
"2007";"10";"SC";"PASSAPORTE COMUM - ICAO";4182
"2007";"10";"SC";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";16
"2007";"10";"SE";"PASSAPORTE COMUM - ICAO";368
"2007";"10";"SP";"LAISSEZ-PASSER - NÃO ICAO";17
"2007";"10";"SP";"PASSAPORTE COMUM - ICAO";23476
"2007";"10";"SP";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";36
"2007";"10";"SP";"PASSAPORTE PARA ESTRANGEIRO - NÃO ICAO";2
"2007";"10";"TO";"PASSAPORTE COMUM - ICAO";391
"2007";"10";"TO";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";6
"2007";"11";"AC";"PASSAPORTE COMUM - ICAO";112
"2007";"11";"AL";"PASSAPORTE COMUM - ICAO";402
"2007";"11";"AM";"LAISSEZ-PASSER - NÃO ICAO";1
"2007";"11";"AM";"PASSAPORTE COMUM - ICAO";1863
"2007";"11";"AM";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";3
"2007";"11";"AP";"PASSAPORTE COMUM - ICAO";235
"2007";"11";"CE";"PASSAPORTE COMUM - ICAO";1482
"2007";"11";"CE";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";2
"2007";"11";"DF";"PASSAPORTE COMUM - ICAO";3346
"2007";"11";"DF";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";14
"2007";"11";"ES";"PASSAPORTE COMUM - ICAO";1770
"2007";"11";"ES";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";1
"2007";"11";"GO";"LAISSEZ-PASSER - NÃO ICAO";1
"2007";"11";"GO";"PASSAPORTE COMUM - ICAO";3758
"2007";"11";"GO";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";61
"2007";"11";"MA";"PASSAPORTE COMUM - ICAO";640
"2007";"11";"MA";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";2
"2007";"11";"MG";"PASSAPORTE COMUM - ICAO";1105
"2007";"11";"MG";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";21
"2007";"11";"MS";"LAISSEZ-PASSER - NÃO ICAO";2
"2007";"11";"MS";"PASSAPORTE COMUM - ICAO";703
"2007";"11";"MS";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";9
"2007";"11";"MT";"PASSAPORTE COMUM - ICAO";212
"2007";"11";"PA";"LAISSEZ-PASSER - NÃO ICAO";2
"2007";"11";"PA";"PASSAPORTE COMUM - ICAO";1287
"2007";"11";"PA";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";17
"2007";"11";"PE";"PASSAPORTE COMUM - ICAO";1520
"2007";"11";"PE";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";96
"2007";"11";"PI";"PASSAPORTE COMUM - ICAO";284
"2007";"11";"PR";"LAISSEZ-PASSER - NÃO ICAO";9
"2007";"11";"PR";"PASSAPORTE COMUM - ICAO";3239
"2007";"11";"PR";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";43
"2007";"11";"RJ";"PASSAPORTE COMUM - ICAO";6393
"2007";"11";"RJ";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";71
"2007";"11";"RN";"PASSAPORTE COMUM - ICAO";891
"2007";"11";"RO";"PASSAPORTE COMUM - ICAO";856
"2007";"11";"RO";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";2
"2007";"11";"RR";"PASSAPORTE COMUM - ICAO";77
"2007";"11";"RS";"LAISSEZ-PASSER - NÃO ICAO";2
"2007";"11";"RS";"PASSAPORTE COMUM - ICAO";4189
"2007";"11";"RS";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";117
"2007";"11";"SC";"LAISSEZ-PASSER - NÃO ICAO";1
"2007";"11";"SC";"PASSAPORTE COMUM - ICAO";3665
"2007";"11";"SC";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";14
"2007";"11";"SE";"PASSAPORTE COMUM - ICAO";372
"2007";"11";"SE";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";2
"2007";"11";"SP";"LAISSEZ-PASSER - NÃO ICAO";49
"2007";"11";"SP";"PASSAPORTE COMUM - ICAO";21910
"2007";"11";"SP";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";37
"2007";"11";"SP";"PASSAPORTE PARA ESTRANGEIRO - NÃO ICAO";11
"2007";"11";"TO";"PASSAPORTE COMUM - ICAO";368
"2007";"11";"TO";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";3
"2007";"12";"AC";"PASSAPORTE COMUM - ICAO";136
"2007";"12";"AL";"PASSAPORTE COMUM - ICAO";403
"2007";"12";"AL";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";3
"2007";"12";"AM";"PASSAPORTE COMUM - ICAO";2194
"2007";"12";"AM";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";16
"2007";"12";"AP";"PASSAPORTE COMUM - ICAO";221
"2007";"12";"CE";"PASSAPORTE COMUM - ICAO";1584
"2007";"12";"CE";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";3
"2007";"12";"DF";"LAISSEZ-PASSER - NÃO ICAO";1
"2007";"12";"DF";"PASSAPORTE COMUM - ICAO";3144
"2007";"12";"DF";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";36
"2007";"12";"ES";"PASSAPORTE COMUM - ICAO";1659
"2007";"12";"GO";"PASSAPORTE COMUM - ICAO";3583
"2007";"12";"GO";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";37
"2007";"12";"MA";"PASSAPORTE COMUM - ICAO";557
"2007";"12";"MA";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";10
"2007";"12";"MG";"PASSAPORTE COMUM - ICAO";3617
"2007";"12";"MG";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";28
"2007";"12";"MS";"LAISSEZ-PASSER - NÃO ICAO";5
"2007";"12";"MS";"PASSAPORTE COMUM - ICAO";571
"2007";"12";"MS";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";1
"2007";"12";"MS";"PASSAPORTE PARA ESTRANGEIRO - NÃO ICAO";3
"2007";"12";"MT";"PASSAPORTE COMUM - ICAO";611
"2007";"12";"MT";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";2
"2007";"12";"PA";"PASSAPORTE COMUM - ICAO";1174
"2007";"12";"PA";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";17
"2007";"12";"PE";"PASSAPORTE COMUM - ICAO";1491
"2007";"12";"PE";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";92
"2007";"12";"PI";"PASSAPORTE COMUM - ICAO";240
"2007";"12";"PR";"LAISSEZ-PASSER - NÃO ICAO";16
"2007";"12";"PR";"PASSAPORTE COMUM - ICAO";4001
"2007";"12";"PR";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";104
"2007";"12";"RJ";"PASSAPORTE COMUM - ICAO";7573
"2007";"12";"RJ";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";57
"2007";"12";"RJ";"PASSAPORTE PARA ESTRANGEIRO - NÃO ICAO";1
"2007";"12";"RN";"PASSAPORTE COMUM - ICAO";699
"2007";"12";"RN";"PASSAPORTE PARA ESTRANGEIRO - NÃO ICAO";2
"2007";"12";"RO";"PASSAPORTE COMUM - ICAO";816
"2007";"12";"RO";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";2
"2007";"12";"RR";"PASSAPORTE COMUM - ICAO";655
"2007";"12";"RR";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";6
"2007";"12";"RS";"LAISSEZ-PASSER - NÃO ICAO";2
"2007";"12";"RS";"PASSAPORTE COMUM - ICAO";4192
"2007";"12";"RS";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";90
"2007";"12";"SC";"LAISSEZ-PASSER - NÃO ICAO";4
"2007";"12";"SC";"PASSAPORTE COMUM - ICAO";2994
"2007";"12";"SC";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";25
"2007";"12";"SC";"PASSAPORTE PARA ESTRANGEIRO - NÃO ICAO";1
"2007";"12";"SE";"PASSAPORTE COMUM - ICAO";285
"2007";"12";"SP";"LAISSEZ-PASSER - NÃO ICAO";35
"2007";"12";"SP";"PASSAPORTE COMUM - ICAO";20845
"2007";"12";"SP";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";63
"2007";"12";"SP";"PASSAPORTE PARA ESTRANGEIRO - NÃO ICAO";2
"2007";"12";"TO";"PASSAPORTE COMUM - ICAO";318
"2007";"12";"TO";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";9
"2008";"01";"AC";"PASSAPORTE COMUM - ICAO";293
"2008";"01";"AC";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";3
"2008";"01";"AL";"PASSAPORTE COMUM - ICAO";532
"2008";"01";"AL";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";2
"2008";"01";"AM";"PASSAPORTE COMUM - ICAO";2385
"2008";"01";"AM";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";8
"2008";"01";"AP";"PASSAPORTE COMUM - ICAO";294
"2008";"01";"BA";"PASSAPORTE COMUM - ICAO";949
"2008";"01";"BA";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";53
"2008";"01";"CE";"PASSAPORTE COMUM - ICAO";1818
"2008";"01";"CE";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";9
"2008";"01";"DF";"PASSAPORTE COMUM - ICAO";3841
"2008";"01";"DF";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";21
"2008";"01";"ES";"PASSAPORTE COMUM - ICAO";1812
"2008";"01";"GO";"LAISSEZ-PASSER - NÃO ICAO";4
"2008";"01";"GO";"PASSAPORTE COMUM - ICAO";3886
"2008";"01";"GO";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";6
"2008";"01";"MA";"PASSAPORTE COMUM - ICAO";847
"2008";"01";"MG";"PASSAPORTE COMUM - ICAO";4732
"2008";"01";"MG";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";20
"2008";"01";"MG";"PASSAPORTE PARA ESTRANGEIRO - NÃO ICAO";2
"2008";"01";"MS";"LAISSEZ-PASSER - NÃO ICAO";1
"2008";"01";"MS";"PASSAPORTE COMUM - ICAO";679
"2008";"01";"MS";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";5
"2008";"01";"MT";"PASSAPORTE COMUM - ICAO";1251
"2008";"01";"MT";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";3
"2008";"01";"MT";"PASSAPORTE PARA ESTRANGEIRO - NÃO ICAO";1
"2008";"01";"PA";"PASSAPORTE COMUM - ICAO";1511
"2008";"01";"PA";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";9
"2008";"01";"PE";"LAISSEZ-PASSER - NÃO ICAO";1
"2008";"01";"PE";"PASSAPORTE COMUM - ICAO";1767
"2008";"01";"PE";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";151
"2008";"01";"PI";"PASSAPORTE COMUM - ICAO";303
"2008";"01";"PR";"LAISSEZ-PASSER - NÃO ICAO";4
"2008";"01";"PR";"PASSAPORTE COMUM - ICAO";5525
"2008";"01";"PR";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";162
"2008";"01";"RJ";"PASSAPORTE COMUM - ICAO";8967
"2008";"01";"RJ";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";87
"2008";"01";"RJ";"PASSAPORTE PARA ESTRANGEIRO - NÃO ICAO";5
"2008";"01";"RN";"PASSAPORTE COMUM - ICAO";978
"2008";"01";"RO";"PASSAPORTE COMUM - ICAO";933
"2008";"01";"RO";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";2
"2008";"01";"RR";"PASSAPORTE COMUM - ICAO";622
"2008";"01";"RR";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";10
"2008";"01";"RS";"LAISSEZ-PASSER - NÃO ICAO";2
"2008";"01";"RS";"PASSAPORTE COMUM - ICAO";3884
"2008";"01";"RS";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";145
"2008";"01";"RS";"PASSAPORTE PARA ESTRANGEIRO - NÃO ICAO";2
"2008";"01";"SC";"PASSAPORTE COMUM - ICAO";3241
"2008";"01";"SC";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";24
"2008";"01";"SE";"PASSAPORTE COMUM - ICAO";447
"2008";"01";"SE";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";4
"2008";"01";"SP";"LAISSEZ-PASSER - NÃO ICAO";33
"2008";"01";"SP";"PASSAPORTE COMUM - ICAO";24568
"2008";"01";"SP";"PASSAPORTE DE EMERGÊNCIA - NÃO ICAO";102
"2008";"01";"SP";"PASSAPORTE PARA ESTRANGEIRO - NÃO ICAO";8
"2008";"01";"TO";"PASSAPORTE COMUM - ICAO";493
